AYDINLATMA,MESKEN,SANAYI,TARIMSAL_SULAMA,TICARETHANE,TUKETIM_GENEL_TOPLAM,TUKETIM_PAYI(%),BIYOKUTLE_LISANSSIZ,GUNES_LISANSSIZ,HIDROLIK_LISANSSIZ,RUZGAR_LISANSSIZ,LISANSSIZ_GENEL_TOPLAM,URETIM_LISANSLI,LISANSLI_ORAN,NUFUS,GSYH,ENLEM,BOYLAM,KUZEYDOĞU_SINIR_ENLEM,KUZEYDOĞU_SINIR_BOYLAM,GUNEYBATI_SINIR_ENLEM,GUNEYBATI_SINIR_BOYLAM,ALAN,TARIH,ILLER,BOLGE,YEAR
2568.81,25517,271591.17,1429.09,18172.11,319278.17,0.0161,0,15508.99,0,0,15508.99,226839.8,0.95,559405,1141556759,37.06805,36.261589,37.104061,36.287941,37.04694,36.208034,3320,2022-05-01,OSMANIYE,AKDENIZ BOLGESI,2022
3640.35,20915.24,19175.43,0.76,17027.87,60759.66,0.0031,0,0.56,1332.54,0,1333.1,186337.23,0.78,344016,1141556759,41.02005,40.523449,41.046492,40.586802,41.010782,40.478578,3835,2022-05-01,RIZE,KARADENIZ BOLGESI,2022
5001.87,63253.99,142877.3,4201.28,51701.1,267035.54,0.0135,0,480.57,0,0,480.57,357368.26,1.49,1080080,1141556759,40.7568793,30.378138,40.825518,30.439832,40.686199,30.322138,4824,2022-05-01,SAKARYA,MARMARA BOLGESI,2022
8389.18,76193.51,138462.46,7369.58,53280.27,283694.99,0.0143,0,4436.84,87.72,522.25,5046.81,603495.84,2.52,1368488,1141556759,41.292782,36.33128,41.344134,36.381205,41.235002,36.249519,9725,2022-05-01,SAMSUN,KARADENIZ BOLGESI,2022
4597.21,73911.46,63103.38,319042.22,48456.63,509110.9,0.0258,0,72078.62,0,0,72078.62,362454.72,1.51,2170110,1141556759,37.15,38.8,37.189639,38.840876,37.098274,38.767868,19242,2022-05-01,SANLIURFA,GUNEYDOGU ANADOLU BOLGESI,2022
1942.48,11536.13,11696.08,463.84,9017.87,34656.39,0.0018,0,1496.25,0,0,1496.25,526146.76,2.2,331311,1141556759,37.94429,41.93288,37.95594,41.963658,37.909671,41.872547,5717,2022-05-01,SIIRT,GUNEYDOGU ANADOLU BOLGESI,2022
1982.63,12806.83,9106.77,66.59,8166.75,32129.57,0.0016,0,46.62,0,0,46.62,35675.38,0.15,220799,1141556759,42.0264222,35.1550745,42.032135,35.194947,42.012675,35.115957,5717,2022-05-01,SINOP,KARADENIZ BOLGESI,2022
1624.5,16252.48,3782.25,7200.96,28446.87,57307.05,0.0029,0,4399.09,0,0,4399.09,145415.31,0.61,557605,1141556759,37.5163889,42.4611111,37.533572,42.471127,37.500093,42.444631,7078,2022-05-01,SIRNAK,DOGU ANADOLU BOLGESI,2022
4316.24,27860.18,45933.28,1606.2,23427.85,103143.74,0.0052,0,14780.54,0,0,14780.54,342020.9,1.43,634924,1141556759,39.747662,37.017879,39.783669,37.061673,39.699024,36.919858,28164,2022-05-01,SIVAS,IC ANADOLU BOLGESI,2022
8847.88,27415.94,459349.37,767.36,67908.66,564289.22,0.0285,0,701.12,0,84.81,785.93,377625.15,1.58,1142451,1141556759,40.9833333,27.5166667,40.996723,27.600252,40.937704,27.468993,6190,2022-05-01,TEKIRDAG,MARMARA BOLGESI,2022
3598.54,26343.08,16016.48,514.39,19164.3,65636.79,0.0033,804.9,3626.59,0,298.24,4729.73,172047.43,0.72,596454,1141556759,40.3166667,36.55,40.358932,36.593219,40.267868,36.469662,10042,2022-05-01,TOKAT,KARADENIZ BOLGESI,2022
7446.02,54292.35,20601.23,56.5,39782.36,122178.46,0.0062,0,310.89,0,0,310.89,352221.98,1.47,818023,1141556759,41,39.7333333,41.01237,39.82051,40.955736,39.652407,4628,2022-05-01,TRABZON,KARADENIZ BOLGESI,2022
729.41,3707.73,719.89,43.04,4701.01,9901.08,0.0005,0,213.36,0,0,213.36,54023.26,0.23,84366,1141556759,39.1079868,39.5401672,39.113477,39.55185,39.094534,39.530015,7582,2022-05-01,TUNCELI,DOGU ANADOLU BOLGESI,2022
2522.77,20016.11,115190.76,3897.89,14667.63,156295.16,0.0079,0,19672.92,0,0,19672.92,12608.77,0.05,375454,1141556759,38.682301,29.40819,38.71588,29.469838,38.630679,29.355936,5555,2022-05-01,USAK,EGE BOLGESI,2022
4950.35,40117.14,17862.83,207,27332.74,90470.05,0.0046,0,6211.36,0,0,6211.36,49163.8,0.21,1128749,1141556759,38.4941667,43.38,38.580314,43.455356,38.42188,43.269524,20921,2022-05-01,VAN,DOGU ANADOLU BOLGESI,2022
1496.12,17599.76,26937.45,587.55,16803.63,63424.51,0.0032,982.27,8.23,0,0,990.5,86049.61,0.36,296333,1141556759,40.65,29.2666667,40.66806,29.316536,40.634138,29.210233,798,2022-05-01,YALOVA,MARMARA BOLGESI,2022
3021.11,18421.06,17481.02,12268.67,15519.63,66711.49,0.0034,0,13239.91,0,0,13239.91,6569.71,0.03,418442,1141556759,39.82,34.8044444,39.838423,34.858236,39.798968,34.771094,13690,2022-05-01,YOZGAT,IC ANADOLU BOLGESI,2022
5620.75,33972.5,39411.72,438.78,21995.61,101439.37,0.0051,0,309.34,0,0,309.34,581340.1,2.43,588510,1141556759,41.456409,31.798731,41.480784,31.874425,41.425296,31.757052,3342,2022-05-01,ZONGULDAK,KARADENIZ BOLGESI,2022
9000.99,125709.63,359962.48,22976.42,141803.28,659452.8,0.0309,9.84,24899.51,0,0,24909.34,1570672.78,6.09,2274106,1141556759,37,35.3213333,37.072004,35.461995,36.935523,35.174706,13844,2022-06-01,ADANA,AKDENIZ BOLGESI,2022
2053.9,22029.42,48685.44,8321.39,21894.24,102984.4,0.0048,0,25111.6,0,0,25111.6,45977.01,0.18,635169,1141556759,37.7641667,38.2761667,37.825667,38.335465,37.717086,38.188188,7337,2022-06-01,ADIYAMAN,GUNEYDOGU ANADOLU BOLGESI,2022
7671.22,32158.06,66521.04,23760.17,36774.93,166885.42,0.0078,0,47657.24,0,0,47657.24,113754.58,0.44,747555,1141556759,38.76376,30.54034,38.802105,30.611167,38.714289,30.44232,14016,2022-06-01,AFYONKARAHISAR,EGE BOLGESI,2022
2107.97,15999.25,8176.66,52.83,10808.16,37144.87,0.0017,0,3537.46,0,0,3537.46,1998.77,0.01,510626,1141556759,39.7216667,43.0566667,39.748605,43.085241,39.688144,43.001778,11099,2022-06-01,AGRI,DOGU ANADOLU BOLGESI,2022
2265.99,20577.56,25600.2,63180.45,22015.98,133640.18,0.0063,0,20522.27,0,0,20522.27,6814.11,0.03,433055,1141556759,38.36869,34.03698,38.446724,34.088698,38.297012,33.932515,7659,2022-06-01,AKSARAY,IC ANADOLU BOLGESI,2022
2147.88,16380.8,14207.46,2525.98,12648.42,47910.54,0.0022,0,6030.69,1335.83,62.09,7428.61,76017.31,0.29,338267,1141556759,40.65,35.8333333,40.672834,35.856321,40.636911,35.789091,5628,2022-06-01,AMASYA,KARADENIZ BOLGESI,2022
20521.73,316695.44,370999.38,22290.63,392151.81,1122659,0.0527,308.11,64603.6,328.91,0,65240.61,649335.06,2.52,5782285,1141556759,39.92077,32.85411,40.100981,33.024866,39.722821,32.499097,25632,2022-06-01,ANKARA,IC ANADOLU BOLGESI,2022
13756.29,190080.02,135809.61,21461.63,463147.08,824254.63,0.0387,0,31122.37,0,0,31122.37,512877.89,1.99,2688004,1141556759,36.88414,30.70563,36.975178,30.840953,36.785866,30.516095,20177,2022-06-01,ANTALYA,AKDENIZ BOLGESI,2022
1020.42,3824.01,113.1,0.44,4845.29,9803.26,0.0005,0,708.7,0,0,708.7,72705.71,0.28,92481,1141556759,41.110481,42.702171,41.121467,42.717129,41.09891,42.686418,4934,2022-06-01,ARDAHAN,DOGU ANADOLU BOLGESI,2022
2676.77,10413.8,11244.33,11.87,8927.1,33273.86,0.0016,0,0.3358,0,0,0.34,856853.68,3.32,169403,1141556759,41.1833333,41.8166667,41.207078,41.854799,41.155415,41.777361,7393,2022-06-01,ARTVIN,KARADENIZ BOLGESI,2022
5916.92,73603.28,70702.92,18099.93,91904.12,260227.18,0.0122,787.15,24345.2,0,0,25132.35,570820.49,2.21,1148241,1141556759,37.8444,27.8458,37.870997,27.885355,37.819573,27.790522,8116,2022-06-01,AYDIN,EGE BOLGESI,2022
7224.38,72031.56,147768.39,15838.27,67849.66,310712.25,0.0146,0,19649.62,0,3241.86,22891.48,1227928.45,4.76,1257590,1141556759,39.648369,27.88261,39.693666,27.95241,39.612411,27.838313,14583,2022-06-01,BALIKESIR,MARMARA BOLGESI,2022
1753.69,10104.89,21784.46,163.52,7674.69,41481.24,0.0019,0,49.08,0,0,49.08,4017.06,0.02,203351,1141556759,41.6344444,32.3375,41.656542,32.37105,41.613513,32.297457,2330,2022-06-01,BARTIN,KARADENIZ BOLGESI,2022
2157.87,24671.79,25542.41,3521.83,26895.86,82789.76,0.0039,0,3799.45,0,0,3799.45,18689.82,0.07,634491,1141556759,37.881168,41.13509,37.947274,41.17603,37.85657,41.080591,4477,2022-06-01,BATMAN,GUNEYDOGU ANADOLU BOLGESI,2022
1381.06,3568.94,420.14,20.41,3315.92,8706.47,0.0004,0,2857,0,0,2857,17410.83,0.07,84241,1141556759,40.255169,40.22488,40.272636,40.238261,40.242881,40.208762,3746,2022-06-01,BAYBURT,KARADENIZ BOLGESI,2022
2019.93,9381.64,174117.29,1696.79,10811.36,198027.02,0.0093,0,15018.65,0,0,15018.65,40612.53,0.16,228673,1141556759,40.150131,29.983061,40.197617,30.013592,40.106243,29.956657,4179,2022-06-01,BILECIK,MARMARA BOLGESI,2022
1127.25,10348.58,5323.2,129.75,8928.09,25856.86,0.0012,0,4601.55,0,0,4601.55,142731.49,0.55,282556,1141556759,38.885349,40.498291,38.897963,40.525929,38.872987,40.477258,8003,2022-06-01,BINGOL,DOGU ANADOLU BOLGESI,2022
1919.87,12278.63,1806.51,1530.87,11870.46,29406.33,0.0014,0,7685.1,0,0,7685.1,24339.56,0.09,353988,1141556759,38.4,42.1166667,38.453638,42.148879,38.385312,42.09384,8294,2022-06-01,BITLIS,DOGU ANADOLU BOLGESI,2022
1958.92,16357.06,57163.87,6184.47,17370.06,99034.38,0.0046,0,1141.95,0,0,1141.95,260703.94,1.01,320824,1141556759,40.739479,31.611561,40.758004,31.658418,40.716802,31.573324,8313,2022-06-01,BOLU,KARADENIZ BOLGESI,2022
1945.24,12311.14,45228.55,5235.28,11314.99,76035.2,0.0036,0,13761.24,0,0,13761.24,29229.22,0.11,273799,1141556759,37.726909,30.288876,37.76375,30.336662,37.691433,30.191757,7175,2022-06-01,BURDUR,AKDENIZ BOLGESI,2022
9917.64,164924.78,755855.31,17386.14,183788.3,1131872.17,0.0531,0,10177.85,466.05,440.72,11084.62,377479.33,1.46,3194720,1141556759,40.18257,29.06687,40.297194,29.211237,40.162997,28.85963,10813,2022-06-01,BURSA,MARMARA BOLGESI,2022
3203.66,33456,42493.58,8637.33,38840.15,126630.72,0.0059,0,3122.92,0,2493.3,5616.22,2177874.48,8.45,559383,1141556759,40.155312,26.41416,40.199462,26.457106,40.088086,26.378026,9817,2022-06-01,CANAKKALE,MARMARA BOLGESI,2022
1691.38,9596.3,33397.87,668.22,7686.16,53039.93,0.0025,0,10031.04,0,0,10031.04,5123.81,0.02,195766,1141556759,40.6,33.6166667,40.655159,33.684853,40.557709,33.596571,7542,2022-06-01,CANKIRI,IC ANADOLU BOLGESI,2022
2842.67,23569.68,18455.5,3033.14,18453.11,66354.1,0.0031,0,24565.35,0,0,24565.35,84667.62,0.33,524130,1141556759,40.5505556,34.9555556,40.609317,35.006438,40.495214,34.887634,12428,2022-06-01,CORUM,KARADENIZ BOLGESI,2022
6049.22,53051.92,193942.53,11600.09,57875.19,322518.94,0.0151,0,32485.15,0,0,32485.15,432557.51,1.68,1056332,1141556759,37.77652,29.08639,37.847366,29.188915,37.716171,28.981373,12134,2022-06-01,DENIZLI,EGE BOLGESI,2022
4527.51,71752.11,60457.56,73731.68,60656.03,271124.89,0.0127,0,23421.39,0,0,23421.39,497437.41,1.93,1804880,1141556759,37.91441,40.230629,37.976174,40.245803,37.879624,40.106159,15101,2022-06-01,DIYARBAKIR,GUNEYDOGU ANADOLU BOLGESI,2022
2035.53,20174.52,62360.7,909.83,18107.72,103588.31,0.0049,0,53.94,0,0,53.94,26640.22,0.1,405131,1141556759,40.843849,31.15654,40.891762,31.195807,40.824717,31.106662,2492,2022-06-01,DUZCE,KARADENIZ BOLGESI,2022
2725.56,31274.5,41040.77,1680.4,28392.81,105114.04,0.0049,0,1215.47,0,69.81,1285.27,43591.36,0.17,414714,1141556759,41.6666667,26.5666667,41.697939,26.603093,41.649935,26.514059,6145,2022-06-01,EDIRNE,MARMARA BOLGESI,2022
2752.54,22439.22,39586.35,5386.09,30709.87,100874.07,0.0047,0,35578.96,0,0,35578.96,656090.61,2.54,591497,1141556759,38.680969,39.226398,38.713568,39.277314,38.630564,39.133405,9383,2022-06-01,ELAZIG,DOGU ANADOLU BOLGESI,2022
3189.09,9582.79,25593.29,1912.26,11324.12,51601.55,0.0024,0,9243.65,0,0,9243.65,111331.11,0.43,239223,1141556759,39.75,39.5,39.769164,39.531743,39.729884,39.460253,11815,2022-06-01,ERZINCAN,DOGU ANADOLU BOLGESI,2022
4337.9,28819.75,5647.45,383.38,30232.67,69421.14,0.0033,0,18760.98,0.29,0,18761.26,211478.84,0.82,749754,1141556759,39.9043189,41.2678853,39.954533,41.303594,39.866715,41.177093,25006,2022-06-01,ERZURUM,DOGU ANADOLU BOLGESI,2022
5171.06,43761.73,155257.56,33581.76,47131.22,284903.33,0.0134,4346.57,29355.57,0,0,33702.14,58417.99,0.23,906617,1141556759,39.784302,30.51922,39.816793,30.66769,39.724752,30.414084,13960,2022-06-01,ESKISEHIR,IC ANADOLU BOLGESI,2022
6306.24,105446.6,510768.66,14437.54,99715.55,736674.59,0.0346,0,33447.7,0,0,33447.7,43396.13,0.17,2154051,1141556759,37.06622,37.38332,37.113722,37.466958,37.005947,37.303709,6803,2022-06-01,GAZIANTEP,GUNEYDOGU ANADOLU BOLGESI,2022
4380.97,23981.25,7988.75,24.09,19948.77,56323.83,0.0026,0,1026.2,0,0,1026.2,264040.37,1.02,450862,1141556759,40.912811,38.38953,40.927995,38.450044,40.877876,38.309018,6972,2022-06-01,GIRESUN,KARADENIZ BOLGESI,2022
1751.78,5639.02,16678.74,74.14,4739.59,28883.27,0.0014,0,350.69,0,0,350.69,231115.49,0.9,144544,1141556759,40.4602778,39.4813889,40.471359,39.520641,40.430201,39.446914,6668,2022-06-01,GUMUSHANE,KARADENIZ BOLGESI,2022
1128.98,9413.15,459.07,11.82,9743.85,20756.87,0.001,0,0,0,0,0,25846.44,0.1,275333,1141556759,37.5833333,43.7333333,37.601656,43.762257,37.551549,43.69809,7095,2022-06-01,HAKKARI,DOGU ANADOLU BOLGESI,2022
7768.54,91795.99,207833.53,22497.33,67831.51,397726.9,0.0187,0,6109.5,0,399.08,6508.58,1213935.52,4.71,1686043,1141556759,36.4018488,36.3498097,37.014921,36.697535,35.812692,35.779375,5524,2022-06-01,HATAY,AKDENIZ BOLGESI,2022
1698.32,6739.56,992.24,133.93,7032.17,16596.22,0.0008,0,334.24,0,0,334.24,4223.35,0.02,203594,1141556759,39.9166667,44.0333333,39.950163,44.092825,39.884109,43.980729,3664,2022-06-01,IGDIR,DOGU ANADOLU BOLGESI,2022
2675.68,20405.32,28818.52,6404.55,23467,81771.08,0.0038,0,27016.36,0,0,27016.36,46408.2,0.18,445325,1141556759,37.7666667,30.55,37.830719,30.609197,37.73988,30.503673,8946,2022-06-01,ISPARTA,AKDENIZ BOLGESI,2022
35057.05,923414,1102627.29,928.81,1385671.47,3447698.62,0.1618,0,1688.25,0,393.91,2082.16,780545.14,3.03,15907951,1141556759,41.00527,28.97696,41.320786,29.456456,40.80275,27.971307,5461,2022-06-01,ISTANBUL,MARMARA BOLGESI,2022
14680.83,323342.96,585092.04,54175.25,374042.41,1351333.48,0.0634,0,58160.77,0,826.51,58987.28,1210395.04,4.69,4462056,1141556759,38.41885,27.12872,38.506773,27.304415,38.343157,27.017192,11891,2022-06-01,IZMIR,EGE BOLGESI,2022
5190.09,43386.94,245890.85,8934.87,45683.95,349086.69,0.0164,0,44904.62,0,0,44904.62,805010.45,3.12,1177436,1141556759,37.5833333,36.9333333,37.605261,36.997678,37.530309,36.829703,14520,2022-06-01,KAHRAMANMARAS,AKDENIZ BOLGESI,2022
1739.15,12312.4,24810.29,371.72,10950.24,50183.8,0.0024,0,1934.43,0,0,1934.43,79960.68,0.31,252058,1141556759,41.2,32.6333333,41.238129,32.675518,41.163014,32.592582,4142,2022-06-01,KARABUK,KARADENIZ BOLGESI,2022
1367.58,12217.16,25938.47,45198.23,18415.35,103136.79,0.0048,0,14853.48,0,0,14853.48,155191.45,0.6,260838,1141556759,37.17593,33.228748,37.229373,33.334244,37.148257,33.166003,8678,2022-06-01,KARAMAN,IC ANADOLU BOLGESI,2022
1207.56,9349.1,2508.89,49.03,8623.03,21737.62,0.001,0,1048.2,0,0,1048.2,58944.9,0.23,274829,1141556759,40.59267,43.077831,40.624843,43.1339,40.577484,43.056432,10193,2022-06-01,KARS,DOGU ANADOLU BOLGESI,2022
3386.24,17765.25,52375.68,492.31,15907.42,89926.9,0.0042,7.11,1547.9,0,0,1555.01,13614.24,0.05,378115,1141556759,41.38871,33.78273,41.436059,33.814989,41.350668,33.752901,13064,2022-06-01,KASTAMONU,KARADENIZ BOLGESI,2022
7583,70139.76,197151.86,18886.53,54557.4,348318.54,0.0163,0,66712.29,0,0,66712.29,118298.7,0.46,1441523,1141556759,38.7333333,35.4833333,38.818797,35.627675,38.622002,35.304324,16970,2022-06-01,KAYSERI,IC ANADOLU BOLGESI,2022
762.66,8042.18,20593.21,1925.8,9999.82,41323.67,0.0019,284.03,4332.13,0,0,4616.16,0,0,147919,1141556759,36.718399,37.12122,36.747819,37.159541,36.702673,37.085183,1412,2022-06-01,KILIS,GUNEYDOGU ANADOLU BOLGESI,2022
1718.83,13270.6,20475.92,415.17,12162.11,48042.63,0.0023,0,9420.11,0,0,9420.11,775808.58,3.01,277046,1141556759,39.846821,33.515251,39.872843,33.597968,39.813802,33.468289,4791,2022-06-01,KIRIKKALE,IC ANADOLU BOLGESI,2022
2635.63,38581.18,182224.57,172.18,27103.78,250717.33,0.0118,0,383.42,0,0,383.42,163327.41,0.63,369347,1141556759,41.7333333,27.2166667,41.760054,27.24222,41.710615,27.182843,6459,2022-06-01,KIRKLARELI,MARMARA BOLGESI,2022
1591.84,11868.88,8156.68,3878.25,10706.29,36201.94,0.0017,313.21,9572.95,0,0,9886.16,52152.19,0.2,244519,1141556759,39.15,34.1666667,39.203939,34.217743,39.081293,34.125532,6584,2022-06-01,KIRSEHIR,IC ANADOLU BOLGESI,2022
6059.98,103414.72,767532.23,1491.98,124213.76,1002712.67,0.0471,197.28,2099.72,1289.1,0,3586.11,462273.94,1.79,2079072,1141556759,40.8532704,29.8815203,41.20976,30.359684,40.532782,29.333462,3397,2022-06-01,KOCAELI,MARMARA BOLGESI,2022
10943.89,112600.84,208044.94,287996.27,158359.3,777945.24,0.0365,0,113759.61,0,27.89,113787.51,331859.23,1.29,2296347,1141556759,37.8666667,32.4833333,38.05063,32.680116,37.719031,32.338737,40838,2022-06-01,KONYA,IC ANADOLU BOLGESI,2022
5004.82,23620.87,100344.58,1179.4,21017.18,151166.85,0.0071,0,21896.58,0,0,21896.58,383499.48,1.49,580701,1141556759,39.4166667,29.9833333,39.442718,30.066503,39.379473,29.919199,11634,2022-06-01,KUTAHYA,EGE BOLGESI,2022
3859.97,33839.06,58937.85,10783.7,36319.1,143739.69,0.0067,947.73,22555.4,719.64,0,24222.77,27774.31,0.11,812580,1141556759,38.35519,38.30946,38.397559,38.453244,38.305123,38.232622,12259,2022-06-01,MALATYA,DOGU ANADOLU BOLGESI,2022
5561.09,74056.66,236590.84,55813.85,83204.7,455227.15,0.0214,0,41941.82,0,0,41941.82,1004628.3,3.9,1468279,1141556759,38.619099,27.428921,38.642289,27.487976,38.602376,27.326086,13339,2022-06-01,MANISA,EGE BOLGESI,2022
3294.78,39020,28816.43,66768.9,27091.36,164991.48,0.0077,0,4359.65,0,0,4359.65,174210.42,0.68,870374,1141556759,37.3122361,40.735112,37.330554,40.764486,37.305109,40.716971,8780,2022-06-01,MARDIN,GUNEYDOGU ANADOLU BOLGESI,2022
8830.55,106433.69,167115.3,24698.85,121067.07,428145.46,0.0201,0,30872.87,0,0,30872.87,339038.07,1.31,1916432,1141556759,36.8,34.6333333,36.878272,34.716702,36.699503,34.457655,16010,2022-06-01,MERSIN,AKDENIZ BOLGESI,2022
5715.71,93574.54,44302.9,12252.18,191803.29,347648.61,0.0163,0,21156.66,0,0,21156.66,1216184.65,4.72,1048185,1141556759,37.2152778,28.3636111,37.22581,28.414498,37.194651,28.341279,12654,2022-06-01,MUGLA,EGE BOLGESI,2022
2047.22,11647.03,7553.23,202.7,8989.65,30439.83,0.0014,0,9.35,0,0,9.35,79973.09,0.31,399202,1141556759,38.7432926,41.5064823,38.783503,41.540625,38.718224,41.472306,8718,2022-06-01,MUS,DOGU ANADOLU BOLGESI,2022
2355.22,16619.23,11806.74,14746.88,19245.63,64773.7,0.003,3.49,24981.06,0,0,24984.55,25382.52,0.1,310011,1141556759,38.62442,34.723969,38.684107,34.764759,38.589047,34.669752,5485,2022-06-01,NEVSEHIR,IC ANADOLU BOLGESI,2022
2475.05,18621.85,48693.87,21727.41,17002.14,108520.32,0.0051,0,22239.62,0,0,22239.62,11532.34,0.04,365419,1141556759,37.9666667,34.6833333,37.979913,34.691585,37.956992,34.661906,7234,2022-06-01,NIGDE,IC ANADOLU BOLGESI,2022
6390.06,37182.51,43152.88,41.69,24243.96,111011.1,0.0052,32.45,160.57,0,0,193.02,61448.37,0.24,763190,1141556759,40.9833333,37.8833333,41.02034,37.978976,40.931631,37.825992,5914,2022-06-01,ORDU,KARADENIZ BOLGESI,2022
2366.18,25097.03,283621.94,3467.32,22681.27,337233.73,0.0158,0,14696.59,0,0,14696.59,321009.86,1.25,559405,1141556759,37.06805,36.261589,37.104061,36.287941,37.04694,36.208034,3320,2022-06-01,OSMANIYE,AKDENIZ BOLGESI,2022
3438.77,20824.12,33476.38,0.83,18820.06,76560.16,0.0036,0,0.29,1240.63,0,1240.92,206159.62,0.8,344016,1141556759,41.02005,40.523449,41.046492,40.586802,41.010782,40.478578,3835,2022-06-01,RIZE,KARADENIZ BOLGESI,2022
4268.17,58782.47,180241.2,5058.77,60053.45,308404.05,0.0145,0,249.15,0,0,249.15,296980.46,1.15,1080080,1141556759,40.7568793,30.378138,40.825518,30.439832,40.686199,30.322138,4824,2022-06-01,SAKARYA,MARMARA BOLGESI,2022
7611.69,72858.73,133804.88,7923.73,58858.63,281057.66,0.0132,0,4255.69,34.27,604.99,4894.95,747409.49,2.9,1368488,1141556759,41.292782,36.33128,41.344134,36.381205,41.235002,36.249519,9725,2022-06-01,SAMSUN,KARADENIZ BOLGESI,2022
6580.7,92161.81,63518.47,346253.87,62837.75,571352.59,0.0268,0,75411.99,0,0,75411.99,336488.22,1.31,2170110,1141556759,37.15,38.8,37.189639,38.840876,37.098274,38.767868,19242,2022-06-01,SANLIURFA,GUNEYDOGU ANADOLU BOLGESI,2022
1368.95,11036.64,17006.59,288.23,10267.32,39967.73,0.0019,0,1614.71,0,0,1614.71,316609.2,1.23,331311,1141556759,37.94429,41.93288,37.95594,41.963658,37.909671,41.872547,5717,2022-06-01,SIIRT,GUNEYDOGU ANADOLU BOLGESI,2022
2133.54,11766.22,10048.05,166.4,8847.96,32962.18,0.0015,0,63.32,0,0,63.32,8842.82,0.03,220799,1141556759,42.0264222,35.1550745,42.032135,35.194947,42.012675,35.115957,5717,2022-06-01,SINOP,KARADENIZ BOLGESI,2022
1520.82,18171.13,5540.25,9062.91,27010.65,61305.76,0.0029,0,4595.34,0,0,4595.34,24543.81,0.1,557605,1141556759,37.5163889,42.4611111,37.533572,42.471127,37.500093,42.444631,7078,2022-06-01,SIRNAK,DOGU ANADOLU BOLGESI,2022
3778.07,25523.2,39795.71,2421.34,23803.01,95321.33,0.0045,0,15647.46,0,0,15647.46,354781.17,1.38,634924,1141556759,39.747662,37.017879,39.783669,37.061673,39.699024,36.919858,28164,2022-06-01,SIVAS,IC ANADOLU BOLGESI,2022
8847.88,37415.94,490317.41,767.36,79128.39,616476.99,0.0289,0,1291.03,0,42.8,1333.83,372164.8,1.44,1142451,1141556759,40.9833333,27.5166667,40.996723,27.600252,40.937704,27.468993,6190,2022-06-01,TEKIRDAG,MARMARA BOLGESI,2022
3082,25470.16,19925.76,871.23,20385.4,69734.54,0.0033,1077.49,3641.75,0,350.99,5070.23,173026.57,0.67,596454,1141556759,40.3166667,36.55,40.358932,36.593219,40.267868,36.469662,10042,2022-06-01,TOKAT,KARADENIZ BOLGESI,2022
6907.12,46424.29,25505.41,93.97,39884.9,118815.7,0.0056,0,206.29,0,0,206.29,279447.28,1.08,818023,1141556759,41,39.7333333,41.01237,39.82051,40.955736,39.652407,4628,2022-06-01,TRABZON,KARADENIZ BOLGESI,2022
693.1,3640.19,794.6,234.51,4596.78,9959.19,0.0005,0,229.76,0,0,229.76,42968.64,0.17,84366,1141556759,39.1079868,39.5401672,39.113477,39.55185,39.094534,39.530015,7582,2022-06-01,TUNCELI,DOGU ANADOLU BOLGESI,2022
3512.33,17975.39,121542,3505.2,16903.72,163438.64,0.0077,0,17778.47,0,0,17778.47,11537.94,0.04,375454,1141556759,38.682301,29.40819,38.71588,29.469838,38.630679,29.355936,5555,2022-06-01,USAK,EGE BOLGESI,2022
4525,36020.89,15182.41,513.79,28902.59,85144.66,0.004,0,6819.53,0,0,6819.53,35333.38,0.14,1128749,1141556759,38.4941667,43.38,38.580314,43.455356,38.42188,43.269524,20921,2022-06-01,VAN,DOGU ANADOLU BOLGESI,2022
1299.2,17558.14,28834.96,622.75,18605.84,66920.89,0.0031,862.33,4.15,0,0,866.48,102992.82,0.4,296333,1141556759,40.65,29.2666667,40.66806,29.316536,40.634138,29.210233,798,2022-06-01,YALOVA,MARMARA BOLGESI,2022
2707.75,17318.22,17004.24,6941.93,16446.07,60418.22,0.0028,0,13415.64,0,0,13415.64,6098.25,0.02,418442,1141556759,39.82,34.8044444,39.838423,34.858236,39.798968,34.771094,13690,2022-06-01,YOZGAT,IC ANADOLU BOLGESI,2022
4993.24,28564.21,34549.59,334.19,27696.84,96138.06,0.0045,0,183.49,0,0,183.49,1061180.75,4.12,588510,1141556759,41.456409,31.798731,41.480784,31.874425,41.425296,31.757052,3342,2022-06-01,ZONGULDAK,KARADENIZ BOLGESI,2022
9026.66,161847.32,310125.42,32129.89,153770.33,666899.61,0.0307,9.94,31109.5,0,0,31119.44,1623992.43,5.98,2274106,1424379267,37,35.3213333,37.072004,35.461995,36.935523,35.174706,13844,2022-07-01,ADANA,AKDENIZ BOLGESI,2022
2206.26,26503.01,42957.44,18660.78,23064.16,113391.65,0.0052,0,27752.83,0,0,27752.83,32503.27,0.12,635169,1424379267,37.7641667,38.2761667,37.825667,38.335465,37.717086,38.188188,7337,2022-07-01,ADIYAMAN,GUNEYDOGU ANADOLU BOLGESI,2022
4760.06,37142.97,56805.25,40355.99,40804.33,179868.6,0.0083,0,58889.15,0,0,58889.15,151284.05,0.56,747555,1424379267,38.76376,30.54034,38.802105,30.611167,38.714289,30.44232,14016,2022-07-01,AFYONKARAHISAR,EGE BOLGESI,2022
